first_name,second_name,year,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Jordan,Ayew,2022-2023,3,2,87,2265,34,393.9,407.8,373,4,277,117.6,7,0,3,0.4,52,MID
Wilfried,Zaha,2022-2023,6,2,86,2066,30,335.8,420.8,757,6,180,151.1,5,0,4,6.8,72,MID
Jeffrey,Schlupp,2022-2023,2,2,80,2365,34,246.8,354.8,280,1,296,88.4,9,0,6,0.1,47,MID
Will,Hughes,2022-2023,0,1,25,551,8,83.8,111.6,46,0,94,23.8,0,0,4,0,48,MID
Jairo,Riedewald,2022-2023,0,0,4,46,0,2,9.8,0,0,14,1.2,0,0,0,0,42,MID
Joachim,Andersen,2022-2023,1,0,69,2332,30,129.7,561.8,245,1,408,93.9,7,0,7,1.5,45,DEF
Odsonne,Edouard,2022-2023,4,2,69,1592,22,209.4,309,500,3,187,101.2,5,0,3,2,50,FWD
Marc,Guéhi,2022-2023,1,0,83,2880,39,100.6,619,184,2,530,90.7,8,0,8,2.4,45,DEF
Jean-Philippe,Mateta,2022-2023,2,0,39,715,10,66.8,115.6,236,3,94,40.5,3,0,3,0.4,51,FWD
Eberechi,Eze,2022-2023,7,4,125,2181,28,679.5,542,490,16,457,171,8,0,3,6.4,56,MID
Tyrick,Mitchell,2022-2023,0,2,79,2439,33,214.7,410.6,123,5,401,75.2,7,1,5,0.9,44,DEF
Michael,Olise,2022-2023,2,8,111,2294,31,865.7,526.8,375,14,429,177.1,7,0,2,2.4,55,MID
Jesurun,Rak-Sakyi,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Malcolm,Ebiowei,2022-2023,0,0,3,31,1,0.9,3.4,4,0,9,0.9,0,0,0,0.2,42,MID
Nathan,Ferguson,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF
Sam,Johnstone,2022-2023,0,0,23,360,3,0,111.8,0,5,92,11.2,2,0,1,1.1,44,GK
Remi,Matthews,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Luke,Plange,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,FWD
Cheick,Doucouré,2022-2023,0,3,63,2353,34,305.1,421.6,137,3,339,86.5,6,1,8,0.1,50,MID
Chris,Richards,2022-2023,0,0,13,443,11,15.3,92.4,26,0,83,13.2,1,0,0,0.1,44,DEF
Joseph,Whitworth,2022-2023,0,0,3,180,5,0,41.8,0,0,28,4.2,0,0,0,0.1,40,GK
Kaden,Rodney,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Killian,Phillips,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
John-Kymani,Gordon,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD
Kofi,Balmer,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF
Owen,Goodman,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Jack,Wells-Morrison,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
David,Ozoh,2022-2023,0,0,1,1,0,0.8,0,0,0,3,0.1,0,0,0,0,45,MID
Naouirou,Ahamada,2022-2023,0,0,6,86,2,13.2,7.4,14,0,18,3,0,0,1,0,45,MID
Neal,Maupay,2022-2023,1,0,38,1048,18,105.8,85.8,415,3,80,60.6,3,0,4,0.5,56,FWD
Asmir,Begović,2022-2023,0,0,9,90,0,0,36,0,2,30,3.6,1,0,0,0.8,39,GK
Salomón,Rondón,2022-2023,0,0,7,103,2,26.1,7.4,41,0,12,7.3,0,0,0,0.3,49,FWD
Seamus,Coleman,2022-2023,1,0,63,1609,23,92.9,291.8,91,5,306,47.8,5,0,1,0.4,42,DEF
Andros,Townsend,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,MID
Michael,Keane,2022-2023,1,1,31,832,19,14.6,182.6,98,3,150,29.5,2,0,0,0.5,42,DEF
Dele,Alli,2022-2023,0,0,2,38,1,2.2,0.6,6,0,5,0.9,0,0,0,0.1,53,MID
Jordan,Pickford,2022-2023,0,1,102,2880,50,23,845,0,7,576,86.7,7,0,5,5.7,44,GK
Allan,Marques Loureiro,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,MID
André,Tavares Gomes,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Abdoulaye,Doucouré,2022-2023,2,2,46,1077,20,174,190.2,155,5,159,51.5,3,1,5,0.1,53,MID
Alex,Iwobi,2022-2023,1,7,104,2929,49,804.7,563.4,283,6,470,165.3,8,0,2,0.9,49,MID
Jean-Philippe,Gbamin,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Yerry,Mina,2022-2023,1,0,13,234,4,4.3,82.8,38,3,41,12.6,0,0,1,0.1,43,DEF
Demarai,Gray,2022-2023,4,1,86,2356,39,571.3,389.8,654,4,273,161.5,6,0,3,0.6,52,MID
Tom,Davies,2022-2023,0,0,19,524,9,46.2,50.4,98,0,55,19.3,1,0,3,0,49,MID
Dominic,Calvert-Lewin,2022-2023,1,0,28,900,16,65.2,59.2,253,2,46,37,4,0,2,0.3,79,FWD
Mason,Holgate,2022-2023,0,0,15,443,6,61.5,88,48,2,80,19.7,2,1,1,0.1,42,DEF
Ben,Godfrey,2022-2023,0,1,18,801,18,41.2,132.4,46,0,101,22,1,0,2,0.1,43,DEF
Vitalii,Mykolenko,2022-2023,0,1,72,2473,43,294.1,459.2,116,4,422,87.2,7,0,4,0.7,41,DEF
Jarrad,Branthwaite,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Nathan,Patterson,2022-2023,0,0,26,1021,18,88.6,185,104,0,139,38,2,0,3,2.3,39,DEF
Niels,Nkounkou,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,DEF
James,Tarkowski,2022-2023,1,1,92,2970,50,172.2,891.6,366,11,557,143.2,8,0,6,3.9,42,DEF
Conor,Coady,2022-2023,1,1,70,1970,28,59.4,389.4,88,5,370,53.7,6,0,2,3.2,47,DEF
Rúben,Nascimento Vinagre,2022-2023,0,0,2,24,0,1.4,7.6,0,0,9,0.9,0,0,0,0,43,DEF
Dwight,McNeil,2022-2023,5,3,96,2040,39,572.1,477.4,314,11,380,136.7,4,0,5,0.2,51,MID
Stanley,Mills,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,MID
Lewis,Warrington,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,MID
James,Garner,2022-2023,0,1,16,361,6,35.6,55,45,0,63,13.8,1,0,1,0,45,MID
Amadou,Onana,2022-2023,1,2,68,2278,36,251.3,293,271,2,271,81.2,8,0,8,0.1,47,MID
Reece,Welch,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF
Idrissa,Gueye,2022-2023,0,1,58,2175,38,153.3,361,46,1,310,55.8,7,0,5,0.1,48,MID
Eldin,Jakupovic,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Kyle,John,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,DEF
Thomas,Cannon,2022-2023,0,0,2,23,1,11.6,5,21,0,7,3.8,0,0,0,0,45,FWD
Isaac,Price,2022-2023,0,0,0,32,0,15.6,9.6,0,0,3,2.5,0,0,1,0,45,MID
Ellis,Simms,2022-2023,1,0,16,216,4,39.2,40.8,54,0,56,13,0,0,0,0.1,45,FWD
Ishé,Samuels-Smith,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Andy,Lonergan,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Cédric,Alves Soares,2022-2023,0,0,8,133,2,36,34.2,8,0,39,7.9,0,0,0,0.1,42,DEF
Bernd,Leno,2022-2023,0,0,115,2700,41,10,949.8,0,14,625,96.1,7,0,3,3.6,46,GK
Shane,Duffy,2022-2023,0,0,4,4,2,0,0.2,0,0,12,0,0,0,0,0.1,43,DEF
Tom,Cairney,2022-2023,0,1,29,558,7,182.6,96.8,146,0,123,42.7,0,0,2,0,47,MID
Tim,Ream,2022-2023,1,0,97,2877,43,65.1,604.2,76,12,562,74.8,8,0,2,2.5,46,DEF
Anthony,Knockaert,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,MID
Nathaniel,Chalobah,2022-2023,0,0,1,11,4,0.6,4.6,17,0,2,2.3,0,1,0,0.1,44,MID
Neeskens,Kebano,2022-2023,0,4,37,719,9,153.2,105.2,106,0,107,36.8,3,0,0,0,54,MID
Bobby,De Cordova-Reid,2022-2023,4,1,84,2340,36,314.1,360.6,491,3,277,116.5,8,0,8,0.1,54,MID
Joe,Bryan,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DEF
Paulo,Gazzaniga Farias,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40,GK
Terence,Kongolo,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF
Tosin,Adarabioyo,2022-2023,1,0,38,1544,29,62.6,401.4,104,1,266,56.9,2,0,3,0.1,44,DEF
Aleksandar,Mitrović,2022-2023,11,2,90,1816,26,211.8,486.6,1078,11,267,176.5,7,0,6,12,66,FWD
Harrison,Reed,2022-2023,3,2,90,2494,39,438.1,396.8,222,9,350,105.7,8,0,5,0.7,43,MID
Harry,Wilson,2022-2023,2,1,43,638,7,76.4,132.8,132,2,132,34,1,0,1,0.1,57,MID
Marek,Rodák,2022-2023,0,0,7,180,2,0,19,0,0,33,1.9,1,0,0,0.2,43,GK
Ivan,Neves Abreu Cavaleiro,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,MID
Kenny,Tete,2022-2023,0,4,71,2119,27,348.5,535.6,89,0,392,97.5,6,0,7,0.5,44,DEF
Josh,Onomah,2022-2023,0,0,2,14,2,0.6,2,0,0,4,0.3,0,0,0,0.1,43,MID
Antonee,Robinson,2022-2023,0,1,79,2548,34,371.8,476.2,55,5,450,90.5,8,0,7,0.5,44,DEF
Rodrigo,Muniz Carvalho,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,FWD
Jay,Stansfield,2022-2023,0,1,7,85,2,12.8,8.4,46,0,22,6.7,0,0,0,0.7,45,FWD
João,Palhinha Gonçalves,2022-2023,3,0,72,2582,33,120.1,489.8,293,5,313,90.6,8,0,12,0.3,49,MID
Daniel,James,2022-2023,2,1,42,768,18,106.1,140.6,218,2,140,46.2,1,0,0,0.2,59,MID
Andreas,Hoelgebaum Pereira,2022-2023,4,10,122,2639,38,955.5,440.6,495,9,358,188.4,8,0,8,14.2,44,MID
Issa,Diop,2022-2023,1,0,63,1504,19,24.2,345,78,6,316,44.7,6,0,2,0.3,43,DEF
Tyrese,Francois,2022-2023,0,0,1,1,0,0.3,1,0,0,3,0.1,0,0,0,0,44,MID
Kevin,Mbabu,2022-2023,0,1,7,141,7,37.7,39.8,0,0,39,7.8,0,0,1,0.1,43,DEF
Luke,Harris,2022-2023,0,0,3,10,1,1.6,0.6,0,0,7,0.2,0,0,0,0,43,MID
Manor,Solomon,2022-2023,4,0,38,481,9,79.8,205.6,98,1,135,38.3,0,0,0,0.2,49,MID
Terry,Ablade,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,FWD
Layvin,Kurzawa,2022-2023,0,0,2,136,4,4.5,20.2,0,0,13,2.5,0,0,1,0,43,DEF
Willian,Borges da Silva,2022-2023,3,5,85,1710,15,491.7,306.4,377,7,313,117.5,8,0,2,0.3,55,MID
Carlos Vinícius,Alves Morais,2022-2023,2,1,43,766,14,92.6,111.6,260,5,111,45.9,0,0,3,0.2,54,FWD
Stefan,Parkes,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Martial,Godo,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Kristian,Sekularac,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Sasa,Lukic,2022-2023,0,0,8,231,5,11.4,21.4,16,0,35,4.8,0,0,1,0,45,MID
George,Wickens,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Charlie,Robinson,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Kasper,Schmeichel,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,GK
Jonny,Evans,2022-2023,0,0,12,811,24,20.3,179,35,0,147,23.4,1,0,0,0.1,44,DEF
Ryan,Bertrand,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,DEF
Marc,Albrighton,2022-2023,1,0,13,232,3,95.2,76.8,43,0,57,21.4,0,0,0,0.1,47,MID
Nampalys,Mendy,2022-2023,1,0,28,726,12,41.9,115.2,20,1,136,17.8,0,0,1,0.4,43,MID
Jannik,Vestergaard,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,38,DEF
Danny,Ward,2022-2023,0,0,91,2340,46,0,631.4,0,12,485,63,6,0,0,20.4,39,GK
Jamie,Vardy,2022-2023,2,5,71,1511,27,160.7,219.4,317,4,175,69,3,0,1,2,91,FWD
Ricardo,Barbosa Pereira,2022-2023,1,1,19,384,9,89.6,134.4,25,2,94,24.9,0,0,1,0.1,42,DEF
Daniel,Amartey,2022-2023,0,0,51,1608,27,79.8,358.4,50,4,328,48.9,5,0,1,0.7,40,DEF
Timothy,Castagne,2022-2023,2,4,104,2805,52,358.2,624.4,262,11,549,124.8,7,0,3,6.1,43,DEF
Youri,Tielemans,2022-2023,3,2,72,1922,39,404.9,445,173,5,378,102.4,5,0,4,1.1,61,MID
Ayoze,Pérez,2022-2023,0,2,19,378,5,151,65.2,92,0,69,30.9,1,0,0,0.1,47,MID
James,Maddison,2022-2023,9,7,119,2074,43,836.9,656.4,648,9,459,214.5,4,0,8,5.5,80,MID
Kelechi,Iheanacho,2022-2023,5,4,76,991,23,227.6,306.6,437,9,214,95.7,0,0,0,1.1,59,FWD
Hamza,Choudhury,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Harvey,Barnes,2022-2023,10,2,115,2355,41,261.3,483.4,810,0,299,155.4,6,0,2,1.4,67,MID
Wilfred,Ndidi,2022-2023,0,0,33,1434,34,67.2,255.2,43,0,214,36.2,0,0,4,0.2,48,MID
Kiernan,Dewsbury-Hall,2022-2023,2,3,78,2221,41,526.8,445.6,233,5,335,120.8,6,1,3,0.5,49,MID
Çaglar,Söyüncü,2022-2023,0,0,6,348,6,12.1,83.2,36,0,51,13.1,0,0,2,0.2,42,DEF
James,Justin,2022-2023,0,2,45,1252,25,138.8,208.4,40,2,263,38.7,5,0,0,0.4,41,DEF
Boubakary,Soumaré,2022-2023,0,0,32,1189,19,116.1,195,1,0,196,31.4,5,0,7,0.3,44,MID
Luke,Thomas,2022-2023,0,1,19,764,16,69.3,119.2,10,0,143,19.8,1,0,1,0.1,39,DEF
Patson,Daka,2022-2023,4,3,63,1070,23,197.5,267.8,428,3,209,88.6,5,0,2,0.8,56,FWD
Lewis,Brunt,2022-2023,0,0,1,22,1,1,2.2,0,0,4,0.3,0,0,0,0.3,39,DEF
Daniel,Iversen,2022-2023,0,0,14,630,11,0,160,0,0,99,16,0,0,0,4.9,38,GK
Dennis,Praet,2022-2023,1,1,32,588,7,65.3,94.8,64,0,111,22.4,2,0,1,0,48,MID
Alex,Smithies,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,39,GK
Wout,Faes,2022-2023,0,1,57,2336,40,104.2,565,87,3,437,75.6,6,1,4,0.2,42,DEF
Sammy,Braybrooke,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Joe,Wormleighton,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Kasey,McAteer,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Victor,Kristiansen,2022-2023,0,1,16,814,16,104.7,163.8,14,0,103,28.4,0,0,1,0,45,DEF
Mateus,Cardoso Lemos Martins,2022-2023,1,0,25,658,12,94.2,82.2,99,1,86,27.2,0,0,0,0.1,51,MID
Harry,Souttar,2022-2023,0,1,13,900,19,38.6,219.2,65,0,125,32.3,0,0,2,0,45,DEF
Wanya,Marçal-Madivadua,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Liam,Cooper,2022-2023,1,0,32,1302,26,64.4,295.4,145,1,221,50.2,2,0,4,0.1,44,DEF
Luke,Ayling,2022-2023,1,1,48,1598,33,163.6,351.8,215,2,257,73.2,3,0,3,0.3,45,DEF
Mateusz,Klich,2022-2023,0,0,12,266,5,69.3,39.6,50,0,43,15.2,0,0,2,0,46,MID
Adam,Forshaw,2022-2023,0,0,8,179,4,27.7,21,0,0,31,4.9,0,0,0,0,44,MID
Rodrigo,Moreno,2022-2023,11,1,108,1610,33,224.9,490.4,785,6,305,149.3,5,0,4,4,63,MID
Stuart,Dallas,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,DEF
Patrick,Bamford,2022-2023,3,4,59,1238,23,146.7,215.2,486,3,131,83.8,1,0,2,0.5,71,FWD
Diego,Llorente,2022-2023,0,0,16,648,12,5.8,99,40,2,115,14.6,1,0,1,0.2,44,DEF
Tyler,Roberts,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID
Robin,Koch,2022-2023,0,0,54,2815,61,48.7,534.2,136,2,412,71.9,5,0,6,0.2,45,DEF
Raphael,Dias Belloli,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,70,MID
Jack,Harrison,2022-2023,4,8,118,2342,44,729.6,525.4,443,14,351,169.6,6,0,2,2.5,57,MID
Jamie,Shackleton,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Pascal,Struijk,2022-2023,2,2,64,2046,48,200.4,518,253,4,406,97.3,4,0,4,0.5,45,DEF
Kristoffer,Klaesson,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,GK
Sam,Greenwood,2022-2023,1,2,27,328,9,206.1,116.6,84,1,102,40.6,0,0,1,10.2,40,FWD
Illan,Meslier,2022-2023,0,0,89,2970,63,0,725,17,8,540,74.5,5,0,3,1.9,45,GK
Junior,Firpo Adames,2022-2023,1,1,28,1154,27,122.1,273,39,3,172,43.4,1,0,5,0.1,45,DEF
Crysencio,Summerville,2022-2023,4,4,71,1268,32,199,303.6,326,4,233,82.5,1,0,3,0.6,42,MID
Lewis,Bate,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Joe,Gelhardt,2022-2023,0,2,20,201,3,32.1,49.4,114,0,44,19.4,0,0,1,0.2,51,FWD
Leo Fuhr,Hjelde,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF
Rasmus,Kristensen,2022-2023,2,1,42,1507,38,140.2,385.2,143,1,237,67,2,0,4,0.4,47,DEF
Marc,Roca Junqué,2022-2023,1,3,63,2162,53,442.3,412.8,298,3,344,115.2,2,0,7,0.1,48,MID
Brenden,Aaronson,2022-2023,1,4,79,2293,54,661.1,303.2,431,0,223,139.9,5,0,2,0.6,53,MID
Darko,Gyabi,2022-2023,0,0,1,7,0,0.5,4.4,20,0,7,2.5,0,0,0,0.1,42,MID
Tyler,Adams,2022-2023,0,0,47,2156,36,328.9,393.6,24,1,290,74.9,5,1,4,0.1,49,MID
Luis,Sinisterra Lucumí,2022-2023,5,0,53,863,23,157.7,242.8,305,6,173,70.6,0,1,1,0.3,65,MID
Cody,Drameh,2022-2023,0,0,1,70,3,2.7,12.8,0,0,16,1.6,0,0,0,0.1,40,DEF
Archie,Gray,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Joel,Robles,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,GK
Wilfried,Gnonto,2022-2023,2,3,48,1115,18,263.8,228.8,211,6,156,70.5,4,0,5,0.8,47,FWD
Mateo Joseph,Fernández,2022-2023,0,0,3,24,0,0.2,3,19,0,5,2.2,0,0,0,0,45,FWD
Sonny,Perkins,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,FWD
Maximilian,Wöber,2022-2023,0,0,23,879,12,63.1,202.8,50,2,159,31.7,2,0,2,0,44,DEF
Georginio,Rutter,2022-2023,0,0,11,233,7,38.3,36.2,41,0,32,11.4,0,0,0,0,51,FWD
Weston,McKennie,2022-2023,0,0,20,1042,24,149.4,153.8,52,0,99,35.6,1,0,6,0,46,MID
Jeremiah,Chilokoa-Mullen,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Diogo,Pinheiro Monteiro,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
James,Milner,2022-2023,0,1,36,747,7,187.6,161.6,88,0,162,43.8,3,0,1,0.6,44,MID
Jordan,Henderson,2022-2023,0,3,58,1749,26,401.6,266.6,159,0,341,83.1,6,0,2,0.5,53,MID
Joel,Matip,2022-2023,1,0,36,1001,16,49.5,223.4,90,4,206,36.2,3,0,3,0.9,59,DEF
Thiago,Alcántara do Nascimento,2022-2023,0,0,30,1252,23,265.8,244.4,86,0,194,59.8,2,0,2,0.6,51,MID
Alex,Oxlade-Chamberlain,2022-2023,1,0,20,332,7,66.3,72.4,84,2,57,22.3,0,0,0,0,49,MID
Roberto,Firmino,2022-2023,9,4,92,1128,14,292.9,508.6,755,10,396,155.7,4,0,0,2.6,80,FWD
Virgil,van Dijk,2022-2023,3,0,101,2385,32,93.7,621.4,359,10,511,107.5,8,0,2,11.7,66,DEF
Alisson,Ramses Becker,2022-2023,0,1,134,2880,39,10.1,842.8,0,10,703,85.3,11,0,0,15.2,54,GK
Fabio Henrique,Tavares,2022-2023,0,1,55,2170,27,243.4,322.8,103,0,317,66.9,8,0,9,0.8,52,MID
Mohamed,Salah,2022-2023,16,8,189,2760,37,716.4,837.4,1366,18,511,292.1,10,0,2,33.5,130,MID
Andrew,Robertson,2022-2023,0,8,105,2223,30,785.5,507.2,203,10,562,149.6,7,0,3,6.7,68,DEF
Trent,Alexander-Arnold,2022-2023,1,9,120,2382,36,1006.8,639.2,201,17,655,184.8,7,0,4,25,75,DEF
Joseph,Gomez,2022-2023,0,0,68,1371,12,43.7,297.8,27,8,324,36.9,8,0,3,0.8,43,DEF
Naby,Keita,2022-2023,0,0,10,290,4,92.6,23.8,54,0,34,16.9,1,0,1,0,47,MID
Diogo,Teixeira da Silva,2022-2023,4,4,58,886,13,194.8,268.8,288,6,185,74.8,4,0,1,5.4,89,FWD
Caoimhin,Kelleher,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,40,GK
Ibrahima,Konaté,2022-2023,0,0,32,1101,18,30.6,228.8,109,0,220,36.8,4,0,1,1.3,48,DEF
Curtis,Jones,2022-2023,0,1,19,579,9,136,106.2,116,0,85,35.7,1,0,2,0,49,MID
Konstantinos,Tsimikas,2022-2023,0,4,41,615,8,268.1,167.2,124,2,174,56.1,3,0,2,0.2,43,DEF
Luis,Díaz,2022-2023,3,2,42,662,8,116.1,182,292,4,114,58.9,2,0,2,6,78,MID
Harvey,Elliott,2022-2023,1,2,57,1488,18,336.7,243.6,345,2,264,92.7,5,0,1,0.6,48,MID
Fábio,Freitas Gouveia Carvalho,2022-2023,2,1,26,333,3,36.3,89.2,173,0,79,29.6,0,0,0,0.3,51,MID
Darwin,Núñez Ribeiro,2022-2023,9,4,92,1521,20,301.1,454.6,1053,8,293,179.6,5,1,1,7.6,86,FWD
Calvin,Ramsay,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,DEF
Adrián,San Miguel del Castillo,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,38,GK
Rhys,Williams,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Ben,Davies,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,DEF
Sepp,van den Berg,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF
Nathaniel,Phillips,2022-2023,0,0,3,65,1,1.4,15.4,18,0,17,3.4,0,0,0,0.5,38,DEF
Luke,Chambers,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,DEF
Stefan,Bajcetic,2022-2023,1,0,22,522,4,61.7,90.2,77,0,85,22.8,3,0,2,0,43,MID
Bobby,Clark,2022-2023,0,0,1,7,0,0.3,0,2,0,1,0.2,0,0,0,0,45,MID
Harvey,Davies,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Arthur Henrique,Ramos de Oliveira Melo,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,MID
Ben,Doak,2022-2023,0,0,2,23,1,1.4,5.6,4,0,4,1.2,0,0,0,0,45,MID
Cody,Gakpo,2022-2023,6,1,67,1056,16,193.1,273,326,4,183,78.7,4,0,0,5.6,77,MID
Kyle,Walker,2022-2023,0,0,45,1377,16,146.5,166.8,30,0,250,34.3,4,0,2,3.8,47,DEF
Ilkay,Gündogan,2022-2023,4,5,96,2004,17,558.5,410,511,3,393,147.7,9,0,0,2.2,73,MID
Kevin,De Bruyne,2022-2023,7,18,178,2255,21,1380.6,865.6,588,25,711,283.7,10,0,1,27.3,121,MID
John,Stones,2022-2023,2,2,82,1548,15,130.8,337.6,117,13,358,58.6,6,0,2,5.5,55,DEF
Riyad,Mahrez,2022-2023,5,7,92,1308,19,541.5,376.8,443,9,347,136,3,0,2,4.4,73,MID
Jack,Grealish,2022-2023,5,9,113,1859,15,634.8,467.4,609,9,451,170.8,9,0,3,15.1,73,MID
João,Cancelo,2022-2023,2,2,73,1273,16,266.4,277,276,10,304,81.2,6,1,3,18.1,71,DEF
Ederson,Santana de Moraes,2022-2023,0,1,107,2790,29,13.1,438.8,0,6,519,45.2,10,0,2,14.6,54,GK
Nathan,Aké,2022-2023,0,0,68,1680,15,152.3,329.8,107,4,336,59.1,7,0,2,3.2,50,DEF
Aymeric,Laporte,2022-2023,0,0,23,645,8,84.4,111.6,66,2,125,26.1,2,0,0,0.5,56,DEF
Zack,Steffen,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,GK
Bernardo,Veiga de Carvalho e Silva,2022-2023,4,6,99,2001,23,461.1,460.2,408,9,390,133,6,0,4,5.5,67,MID
Rúben,Gato Alves Dias,2022-2023,0,0,66,1727,15,75.5,355.2,122,1,365,55.3,7,0,3,7.3,60,DEF
Phil,Foden,2022-2023,9,6,113,1402,13,565.5,569.4,611,12,406,174.5,3,0,1,8,80,MID
Rodrigo,Hernandez,2022-2023,2,6,96,2541,24,524.7,650,458,7,540,163.6,9,0,5,1.8,56,MID
Cole,Palmer,2022-2023,0,0,10,139,3,52,26.4,52,0,36,13.2,0,0,1,0.1,42,MID
James,McAtee,2022-2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,MID
Erling,Haaland,2022-2023,33,8,241,2314,23,297,1268.4,1602,35,952,316.4,11,0,5,81.7,123,FWD
Julián,Álvarez,2022-2023,7,2,74,901,13,186.7,312.8,401,9,278,89.9,2,0,0,2.1,60,FWD
